kreds,gyldige stemmer i alt,gyldige brevstemmer i alt,ugyldige stemmer i alt (1+2),1. ugyldige stemmer afgivet på afstemningsstedet (1a-1n),1a. blanke,1b. andet mærke end kryds i stedet for kryds,1c. helt eller delvist overstreget,1d. kryds i flere partifelter,1e. kryds rækker ind i flere partifelter,1f. kryds ud for ordene uden for partierne,"1g. overstreget, udvisket eller halvt kryds",1h. kryds uden for partifelterne,1i. andre grunde til tvivl om vælgerens stemmafgivning,1j. stemmeseddel ikke udleveret på afstemningsstedet,1k. andet mærke end kryds foruden kryds,1l. anført mere end tre kryds,"1m. stemmeseddel med tegning, på skrift eller klæbning","1n. afm. m. forskell. farver, iturevet mv., andet særpræg",2. ugyldige brevstemmer (2a-2l),2a. blanke,2b. kun navn på ikke opstillet person eller tillige usikker uofficiel bogstavsbetegnelse,2c. kun anført uofficiel bogstavbetegnelse på ét bogstav,2d. kun anført usikker uofficiel bogstavbetegnelse på flere bogstaver,2e. kun anført kryds,"2f. modstrid vedrørende bogstavbetegnelse, partinavn, personnavn",2g. andre grunde til tvivl om vælgers stemmeafgivning,2h. andet eller mere end én stemmeseddel i konvolutten,2i. stemmeseddel ikke tilvejebragt af ministeren,2j. konvolut med påskrift eller påklæbning,"2k. stemmeseddel med tegning, påskrift eller påklæbning","2l. udfyldt på bagsiden, iturevet mv., andet særpræg",ikke i betragtning tagne brevstemmer (3a-3g),3a. afsenderen var ikke opført på valglisten,3b. afsenderen var død inden valgdagen,3c. yderkuverten indeholdt flere end ét følgebrev og én konvolut,3d. stemmematerialet var ikke det af ministeren tilvejebragte,3e. den foreskrevne fremgangsmåde ved stemmeafgivning har ikke været fulgt,3f. brevstemmen var ikke afgivet indenfor de i loven nævnte frister,3g. vælgeren har afgivet mere end en brevstemme,for sent modtagne brevstemmer,antal vælgere
Sejet,3376,271,45,38,31,0,0,1,1,0,0,1,0,0,1,1,2,0,7,4,0,0,1,0,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4304
11. HEDENSTED,6137,394,56,50,38,2,0,2,1,0,0,3,0,0,1,0,3,0,6,1,1,0,0,0,3,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7131
"Hedensted, St.Dalby Og Urlev",3662,218,48,42,36,2,0,0,0,0,0,0,0,0,1,0,3,0,6,2,0,0,0,2,0,1,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4220
Løsning Sogn,2071,87,16,15,10,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2341
Ø. Snede Sogn,1899,110,19,18,15,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2197
Daugård Og Ørum Sogne,2052,131,17,14,12,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2362
Korning Sogn,4400,372,26,20,18,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,3,0,2,0,0,0,..,..,..,..,..,..,..,..,..,4832
Ølsted Og Eriknauer-Området,2579,144,28,24,22,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,2888
Juelsminde/Klakring,2898,212,34,29,24,0,0,4,0,0,0,0,0,0,0,0,1,0,5,2,0,1,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3512
As,1149,60,13,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1334
Barrit,712,44,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,836
Bjerre,2181,111,23,20,16,0,0,1,1,0,0,0,0,0,1,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2570
Hornsyld,1758,91,23,21,18,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2006
Stouby,2169,120,25,23,18,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2543
Rårup,1169,59,7,7,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1348
Glud,489,33,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,545
Hjarnø,891,56,23,18,12,4,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,2,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1281
Rask Mølle,341,11,8,8,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,385
Hvirring,28999,1799,359,332,273,12,1,15,2,2,4,4,0,0,6,1,7,5,27,9,7,3,2,1,4,0,0,0,1,0,0,10,4,2,1,1,2,0,0,0,34129
Hornborg,5405,370,38,35,26,0,0,1,2,2,2,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,..,..,..,..,..,..,..,..,..,6311
Lindved,2551,112,39,39,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3053
Tørring,1314,76,10,10,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1505
Uldum,1044,59,17,15,11,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1194
Aale,389,11,7,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,459
Ølholm,871,48,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,997
Hjortsvang,2877,332,48,37,24,2,0,2,0,0,2,1,0,0,2,0,1,3,11,4,4,1,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3372
VESTJYLLANDS STORKREDS,528,33,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,604
9. HERNING NORD,1067,47,18,18,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1260
Aulum,916,47,10,10,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1082
Feldborg,1189,95,17,17,13,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1465
Gullestrup,1145,79,11,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1340
Haderup,923,40,16,16,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1140
Hammerum,1500,92,21,18,14,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1729
Hodsager,78,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,83
Ilskov,921,47,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1072
Simmelkær,314,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,371
Sinding,504,24,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,574
Skibbild/Nøvling,1206,71,13,12,9,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1382
Snejbjerg,1872,95,31,31,27,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2280
Sunds,973,52,11,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1174
Timring,498,26,7,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,583
Tjørring,620,33,10,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,732
Vildbjerg,294,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,367
Vind,324006,20300,3322,2954,2368,156,22,111,7,1,42,16,10,0,56,15,139,11,368,132,43,21,5,20,74,27,6,1,1,36,2,168,27,7,1,24,57,0,52,0,383367
Vinding,28897,1428,240,227,196,3,3,10,0,0,0,0,0,0,3,1,11,0,13,0,2,3,0,0,5,2,0,0,1,0,0,7,0,0,0,1,4,0,2,0,33223
Ørnhøj,2667,116,32,32,28,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3070
10. HOLSTEBRO,470,13,7,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,579
Musikteatret,1047,56,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1286
Mejdal,745,19,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,842
Skave,5504,310,39,38,33,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6329
Mejrup,463,20,7,7,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,524
Nørreboulevardskolen,572,23,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,682
Vinderup,267,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,345
Sevel,581,28,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,662
Ulfborg,648,30,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,707
Vemb,3366,139,23,21,19,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3760
Sdr. Nissum,3041,155,40,39,32,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3503
11. RINGKØBING,780,49,8,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,944
Tarm,3798,259,22,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,1,0,0,..,..,..,..,..,..,..,..,..,4326
Holmsland,2815,123,27,24,22,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3245
Hoven,332,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,376
Lyne,1095,32,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1232
Bork,706,36,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,811
Lønborg,36704,2531,336,286,245,1,0,21,0,0,3,1,0,0,2,3,10,0,50,17,10,6,1,1,9,3,2,0,0,1,0,10,1,1,0,0,5,0,3,0,43102
Hvide Sande,11834,955,127,110,94,0,0,13,0,0,0,0,0,0,1,0,2,0,17,5,7,4,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,14130
Velling,3326,184,20,18,17,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3609
Ølstrup,1425,59,11,9,5,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1651
Ringkøbing,2937,203,17,16,14,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3279
Hee,8370,695,89,71,61,0,0,3,0,0,3,0,0,0,1,1,2,0,18,8,3,0,1,0,4,0,2,0,0,0,0,..,..,..,..,..,..,..,..,..,9961
Stadil,3551,194,27,22,18,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4206
Højmark,1263,40,9,7,4,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1450
Lem,2039,97,20,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2468
Tim,1233,59,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1479
Skjern,726,45,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,869
Borris,34342,2049,302,261,222,6,3,7,3,0,3,0,7,0,5,1,4,0,41,14,6,1,0,0,8,8,0,1,0,3,0,10,4,1,0,0,1,0,4,0,40918
Faster,3009,179,32,27,22,0,0,2,1,0,0,0,1,0,0,0,1,0,5,2,0,0,0,0,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3672
Rækker Mølle,886,59,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,998
Stauning,315,11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,397
Videbæk,587,21,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,702
Nr.Vium,480,23,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,609
Troldhede,770,47,9,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,983
Vorgod-Barde,1936,143,17,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2414
Spjald,845,63,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,942
1. STRUER,508,21,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,586
Lemvig,5940,499,41,32,24,0,3,0,0,0,0,0,5,0,0,0,0,0,9,3,1,0,0,0,4,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7077
Nørre Nissum,890,41,13,10,7,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1081
Klinkby,506,26,7,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,573
Ramme,467,19,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,529
Bøvling,849,49,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1026
Flynder,953,48,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1123
Thyborøn,4983,355,54,49,42,2,0,0,0,0,1,0,1,0,3,0,0,0,5,3,0,0,0,0,0,1,0,0,0,1,0,..,..,..,..,..,..,..,..,..,6005
Harboøre,774,35,10,9,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,928
Struer,508,19,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,579
Gimsing,993,47,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1164
Hjerm,764,41,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,880
Humlum,3168,164,28,21,17,1,0,2,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,1,4,0,0,0,1,0,..,..,..,..,..,..,..,..,..,3690
Bremdal,372,14,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,463
Langhøj,425,12,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,551
Hvidbjerg,1562,48,9,8,5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1788
2. SKIVE,1852,65,14,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2158
Aakjær,26218,1754,272,234,178,13,0,12,1,0,6,2,0,0,2,3,11,6,38,5,7,3,0,3,15,3,0,0,0,1,1,8,3,1,0,2,0,0,2,0,31245
Skivehus,4412,395,56,47,29,5,0,4,0,0,1,0,0,0,1,0,4,3,9,0,2,1,0,1,4,0,0,0,0,0,1,..,..,..,..,..,..,..,..,..,5298
Brårup,1610,91,16,15,11,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1859
Højslev,1416,114,12,11,8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1631
Ørslevkloster,1276,56,11,10,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1485
Rønbjerg,826,40,11,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1033
Hem,898,36,8,8,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1041
Lihme,1218,63,11,11,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1564
Oddense - Otting,1162,51,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1355
Glyngøre,5017,441,59,48,40,4,0,3,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,2,7,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6242
Durup,1416,91,17,14,8,0,0,3,0,0,0,1,0,0,0,0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1658
Roslev,1097,58,12,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1247
Jebjerg-Lyby,1165,49,15,13,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1353
Balling,1322,124,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1483
Breum,1382,54,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1592
Håsum-Ramsing,2001,91,21,19,13,0,0,1,0,0,2,0,0,0,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2404
Selde,29425,1672,318,280,236,8,2,5,0,0,2,4,0,0,7,3,13,0,38,17,3,0,0,5,2,0,0,0,0,11,0,32,1,1,1,1,11,0,17,0,35316
Lem-Vejby,4785,301,77,62,50,2,1,0,0,0,0,1,0,0,2,0,6,0,15,7,1,0,0,3,1,0,0,0,0,3,0,..,..,..,..,..,..,..,..,..,6153
Fur,4337,306,39,33,25,1,0,3,0,0,1,0,0,0,1,0,2,0,6,1,1,0,0,1,1,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,4990
3. VIBORG VEST,4307,237,49,46,40,1,1,1,0,0,0,1,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,5242
Frederiks,2618,139,16,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2998
Hald Ege,935,63,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1064
Karup,508,32,9,8,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,616
Løgstrup,636,21,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,741
Mønsted,464,28,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,545
Stoholm,576,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,673
Vridsted,902,42,18,16,13,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,1073
Viborg,1222,81,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1507
4. VIBORG ØST,893,33,9,9,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1100
Bjerringbro Nord,1422,75,8,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1700
Bjerringbro Syd,1035,50,12,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1268
Hammershøj,1089,41,9,7,5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1311
Møldrup,1215,68,11,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1386
Overlund,494,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,570
Rødkærsbro,867,39,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1049
Skals,555,22,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,688
5. SILKEBORG NORD,565,45,8,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,642
Ans,31572,2373,400,362,277,34,6,13,1,0,9,0,1,0,5,0,16,0,38,20,1,1,0,2,9,0,3,0,0,2,0,28,3,1,0,7,10,0,7,0,38164
Funder,1982,95,27,25,20,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2434
Fårvang,2231,156,19,17,16,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2513
Gjern,2142,140,34,30,23,2,0,1,0,0,1,0,0,0,1,0,2,0,4,3,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2611
Grauballe,2324,139,18,16,13,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2635
Gødvad,1487,64,14,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1762
Kjellerup,2129,117,43,40,23,9,0,1,0,0,5,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,2516
Kragelund,1414,65,12,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1657
